,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Belt,Placket,Top Type,Arabian Clothing
64,swtee07201211283,,2831,4,1,6,1,42,11,97,35,2683,885,6,Casual,Mint Green,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Drawstring, Lettuce Trim, Ruched, Rib-Knit",Spring/Summer,"33% Rayon, 5% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Drawstring Ruched Front Solid Tee,4.99,,,,,
65,swtee07201211801,,2831,4,1,6,1,42,11,97,35,2683,885,6,Casual,Rose Red,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Pullovers,"Knot, Drawstring, Lettuce Trim, Ruched, Rib-Knit",Spring/Summer,"33% Rayon, 5% Spandex, 62% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Drawstring Ruched Front Solid Tee,4.99,,,,,
66,swskirt44201015119,,6194,31,8,57,12,180,39,374,94,5552,1775,9,Casual,Multicolor,All Over Print,Long,Slit,,,,,Split,Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,All Over Print Split Thigh Skirt,8.0,,,,,
67,swskirt44200914585,,6194,31,8,57,12,180,39,374,94,5552,1775,10,Casual,Multicolor,All Over Print,Long,Slit,,,,,Split,Spring/Summer/Fall,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,All Over Print Split Thigh Skirt,9.0,,,,,
68,swskirt44201110689,,6194,31,8,57,12,180,39,374,94,5552,1775,9,Boho,Multicolor,All Over Print,Midi,Slit,,,,,Split Thigh,Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,,,High Waist,,,,,,All Over Print Split Thigh Skirt,8.0,,,,,
69,swtee07201127534,,2681,2,0,10,3,54,24,118,32,2497,793,4,Casual,Black,Figure,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"5% Spandex, 45% Cotton, 50% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Angel Print Rib-knit Crop Top,3.99,,,,,
70,swtee07200520186,,2681,2,0,10,3,54,24,118,32,2497,793,4,Casual,White,Figure,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Angel Print Rib-knit Crop Top,3.99,,,,,
71,swtee07201127546,,2681,2,0,10,3,54,24,118,32,2497,793,4,Casual,Lilac Purple,Graphic,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,"Embroidery, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Angel Embroidery Rib-knit Crop Top,3.99,,,,,
72,swtee07201127177,,2681,2,0,10,3,0,0,118,32,2497,793,4,Casual,Dusty Blue,Graphic,Crop,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,"Embroidery, Rib-Knit",Summer,"8% Spandex, 32% Cotton, 60% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Angel Embroidery Rib-knit Crop Top,3.99,,,,,
73,swpants04201124626,,54,1,0,0,0,2,1,2,0,51,8,25,,Black,Graphic,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,High Waist Lightning Print Straight Jeans,21.0,,,,,
74,swsweatsh03201218843,,3,0,0,0,0,0,0,0,0,3,0,15,Casual,Black,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,Letter Graphic Drop Shoulder Sweatshirt,12.99,,,,,
75,swtee01201208705,,705,1,1,1,0,5,1,25,3,675,69,9,Casual,Baby Blue,"Letter, Figure",Regular,,Round Neck,"Short Sleeve, Half Sleeve",Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Angel & Letter Graphic Tee,7.99,,,,,
76,swtee01201117434,,705,1,1,1,0,5,1,25,3,675,69,9,Casual,Khaki,"Letter, Figure",Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Angel & Letter Graphic Tee,7.99,,,,,
77,swtee01201208745,,705,1,1,1,0,5,1,25,3,675,69,9,Casual,Lilac Purple,"Letter, Figure",Regular,,Round Neck,"Short Sleeve, Half Sleeve",Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Angel & Letter Graphic Tee,7.99,,,,,
78,swtee01201208665,,705,1,1,1,0,5,1,25,3,675,69,9,Casual,Mint Green,"Letter, Figure",Regular,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Angel & Letter Graphic Tee,7.99,,,,,
79,swtee01201208976,,705,1,1,1,0,5,1,25,3,675,69,9,Casual,Black,"Letter, Figure",Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Angel & Letter Graphic Tee,7.99,,,,,
80,swsweater03201105018,,10000,0,0,0,0,0,0,0,0,9999,5638,10,Casual,Beige,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Fall/Winter,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,Ribbed Fitted Turtleneck Sweater,9.0,,,,,
81,swsweater03200923998,,10000,0,0,0,0,0,0,0,0,9999,5638,10,Casual,Khaki,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Fall/Winter,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,Ribbed Fitted Turtleneck Sweater,9.0,,,,,
82,swsweater03201028928,,10000,0,0,0,0,0,0,0,0,9999,5638,12,Casual,Black,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,Ribbed Fitted Turtleneck Sweater,10.0,,,,,
83,swsweater03201104331,,10000,0,0,0,0,0,0,0,0,9999,5638,10,Casual,Dusty Pink,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,Rib-Knit,Fall/Winter,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,Ribbed Fitted Turtleneck Sweater,9.0,,,,,
84,swsweater03201104809,,10000,0,0,0,0,0,0,0,0,9999,5638,10,Elegant,Army Green,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Fall/Winter,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,Ribbed Fitted Turtleneck Sweater,9.0,,,,,
85,swsweater03201105727,,10000,0,0,0,0,0,0,0,0,9999,5638,10,Basics,Grey,Plain,Regular,Basic Tops,High Neck,Long Sleeve,Regular Sleeve,Pullovers,,Fall/Winter,"60% Lycra, 40% Polyester",Lycra,High Stretch,No,Slim Fit,,,,,,,,Ribbed Fitted Turtleneck Sweater,9.0,,,,,
86,swtop23201124330,,4358,32,6,58,21,121,32,255,68,3892,1160,17,Sexy,Red,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Eyelet Lace Up Tie Back Bustier Bandeau Crop Top,14.0,,,,,
87,swtop04200109802,,4358,32,6,58,21,121,32,255,68,3892,1160,17,Elegant,White,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Tie Back",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Lace Up Back Crop Bustier Tube Top,14.0,,,,,
88,swtop23200820768,,4358,32,6,58,21,121,32,255,68,3892,1160,18,Sexy,Khaki,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Lace-Up Bustier Cropped Tube Top,15.0,,,,,
89,swtop23200820164,,4358,32,6,58,21,121,32,255,68,3892,1160,17,Sexy,Black,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Grommet Lace-up Back Bustier Tube Top,14.0,,,,,
90,swtop23201015297,,4358,32,6,58,21,121,32,255,68,3892,1160,17,Sexy,Navy Blue,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Eyelet Lace Up Tie Back Bustier Bandeau Crop Top,14.0,,,,,
91,swtop23201015624,,4358,32,6,58,21,121,32,255,68,3892,1160,17,Sexy,Coffee Brown,Plain,Crop,,Strapless,Sleeveless,,Pullovers,"Lace Up, Grommet Eyelet",Summer,100% Cotton,Cotton,Non-Stretch,No,Slim Fit,,,,,,,,Eyelet Lace Up Tie Back Bustier Bandeau Crop Top,14.0,,,,,
92,swpants03201105474,,132,2,0,3,0,2,0,19,0,105,7,25,,Black,Plain,Long,Wide Leg,,,,,Chain,,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,Chain Detail Wide Leg Jeans,21.0,,,,,
93,swpants07201203674,,49,2,0,2,0,1,0,0,0,45,3,10,,Black,Letter,Long,,,,,,"Patched, Drawstring",All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,SHEIN Patch Detail Drawstring Joggers,9.0,,,,,
94,swpants04201113820,,355,14,1,19,3,24,1,39,10,259,33,25,,Medium Wash,Plain,Long,Flare Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Flare Leg Jeans,21.0,,,,,
95,swpants04200909355,,355,14,1,19,3,24,1,39,10,259,33,25,,Light Wash,Plain,Long,Flare Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Flare Leg Jeans,21.0,,,,,
96,swouter07201015474,,1079,5,1,1,1,30,7,61,16,982,243,19,Casual,Beige,Plain,Crop,Cardigan,V neck,Long Sleeve,"Bishop Sleeve, Drop Shoulder",,"Rib-Knit, Button Front",Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Bishop Sleeve Button Front Cardigan,16.0,,,,,
97,swouter07200716801,,1079,5,1,1,1,30,7,61,16,982,243,20,Casual,Redwood,Plain,Crop,Cardigan,V neck,Long Sleeve,Bishop Sleeve,,Rib-Knit,Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Bishop Sleeve Button Front Cardigan,17.0,,,,,
98,swouter07201015122,,1079,5,1,1,1,30,7,61,16,982,243,19,Casual,Black,Plain,Crop,Cardigan,V neck,Long Sleeve,"Bishop Sleeve, Drop Shoulder",,"Rib-Knit, Button Front",Spring/Fall,100% Acrylic,Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Bishop Sleeve Button Front Cardigan,16.0,,,,,
99,swpants04201109019,,661,11,3,9,1,23,4,40,12,578,124,19,Elegant,Coffee Brown,Plain,Long,Wide Leg,,,,,Cut Out,Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,Buckle Detail Cut-out PU Leather Wide Leg Pants,16.0,,,,,
100,swpants04200918808,,661,11,3,9,1,23,4,40,12,578,124,24,Glamorous,Black,Plain,Long,Wide Leg,,,,,Cut Out,All,100% PU Leather,PU Leather,Non-Stretch,No,Loose,,High Waist,,,,,,Buckle Detail Cut-out PU Leather Wide Leg Pants,20.0,,,,,
101,swpants04201109001,,661,11,3,9,1,23,4,40,12,578,124,24,Glamorous,Apricot,Plain,Long,Wide Leg,,,,,Cut Out,Fall/Winter,100% PU Leather,PU Leather,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,Buckle Detail Cut-out PU Leather Wide Leg Pants,20.0,,,,,
102,swpants04201116775,,55,2,0,0,0,2,1,6,1,47,6,24,,Black,Graphic,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,Zipper Fly Lightning Pattern Jeans,20.0,,,,,
103,swsweatsh07201112416,,20,0,0,0,0,0,0,0,0,20,1,21,Casual,Multicolor,Striped,Regular,Half Placket,Polo,Long Sleeve,Drop Shoulder,,Button Front,Spring/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN Polo Collar Colorblock Sweatshirt,17.99,,,,,
104,swvest07201030228,,4284,46,7,72,13,175,31,253,61,3738,863,3,Sexy,Dusty Blue,Plain,Crop,Halter,Halter,,,,"Backless, Draped, Tie Back",Summer,"7% Spandex, 93% Polyester",Polyester,High Stretch,Yes,Slim Fit,,,,,,,,SHEIN Draped Neck Tied Backless Halter Top,3.0,,,,,
105,swvest07200903937,,4284,46,7,72,13,175,31,253,61,3738,863,3,Sexy,Yellow,Plain,Crop,Halter,Halter,,,,"Backless, Draped, Tie Back",Summer,"7% Spandex, 93% Polyester",Polyester,High Stretch,Yes,Slim Fit,,,,,,,,SHEIN Draped Neck Tied Backless Halter Top,3.0,,,,,
106,swvest07201012023,,4284,46,7,72,13,175,31,253,61,3738,863,3,Sexy,"Yellow, Pastel",Plain,Crop,Halter,Halter,,,,"Backless, Draped, Tie Back",Summer,"7% Spandex, 93% Polyester",Polyester,High Stretch,Yes,Slim Fit,,,,,,,,SHEIN Draped Neck Tied Backless Halter Top,3.0,,,,,
107,swvest07201013218,,4284,46,7,72,13,175,31,253,61,3738,863,3,Sexy,Black,Plain,Crop,Halter,"Cowl Neck, Halter",,,,"Backless, Draped, Tie Back",Summer,"7% Spandex, 93% Polyester",Polyester,High Stretch,Yes,Slim Fit,,,,,,,,SHEIN Draped Neck Tied Open Back Top,3.0,,,,,
108,swvest07201126286,,4284,46,7,72,13,175,31,253,61,3738,863,3,Sexy,Green,Plain,Crop,Halter,Halter,,,,"Backless, Draped, Tie Back",Summer,"7% Spandex, 93% Polyester",Polyester,High Stretch,Yes,Slim Fit,,,,,,,,SHEIN Draped Neck Tied Backless Halter Top,3.0,,,,,
109,swsweatsh04201026120,,756,10,3,10,0,22,4,54,16,660,123,12,Casual,Black,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Solid Pullover,9.99,,,,,
110,swsweatsh04200911439,,756,10,3,10,0,22,4,54,16,660,123,12,Casual,Mocha Brown,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Solid Pullover,9.99,,,,,
111,swsweatsh04201026994,,756,10,3,10,0,22,4,54,16,660,123,12,Casual,Khaki,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Solid Pullover,9.99,,,,,
112,swsweatsh04201130963,,756,10,3,10,0,22,4,54,16,660,123,12,Casual,"Bright, Mint Blue",Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Solid Pullover,10.0,,,,,
113,swsweatsh04201130905,,756,10,3,10,0,22,4,54,16,660,123,12,Casual,Light Grey,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Marled Knit Pullover,9.99,,,,,
114,swsweatsh04201130756,,756,10,3,10,0,22,4,54,16,660,123,12,Casual,Navy Blue,Plain,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,Drop Shoulder Solid Pullover,9.99,,,,,
115,swsweatsh01201030765,,1099,4,1,2,0,30,5,75,8,989,149,18,Casual,Navy Blue,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,,
116,swsweatsh01201125457,,1099,4,1,2,0,30,5,75,8,989,149,18,Casual,Khaki,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,Zipper,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,,
117,swsweatsh01201125593,,1099,4,1,2,0,30,5,75,8,989,149,18,Casual,Black,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,,
118,swsweatsh01201125792,,1099,4,1,2,0,30,5,75,8,989,149,18,Casual,Green,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,,
119,swsweatsh01201215896,,1099,4,1,2,0,30,5,75,8,989,149,18,Casual,Light Grey,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,,
120,swsweatsh01201215519,,1099,4,1,2,0,30,5,75,8,989,149,18,Casual,Burgundy,Letter,Crop,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Contrast Collar, Zipper",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Oversized Letter Graphic Half Zip Crop Sweatshirt,14.99,,,,,
121,swsweatsh24201219599,,34,0,0,0,0,0,0,1,0,34,1,7,Casual,White,Plain,Crop,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,Drawstring,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Thermal Lined Drawstring Hem Crop Sweatshirt,5.99,,,,,
122,swpants07201111024,,11,0,0,1,0,0,0,1,0,9,0,13,,Light Grey,Plain,Long,,,,,,"Pocket, Drawstring",All,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,SHEIN Drawstring Waist Flap Pocket Side Joggers,11.49,,,,,
123,swsweatsh04201023084,,511,1,0,4,0,5,0,22,2,479,62,15,Casual,Khaki,"Letter, Cartoon",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter & Cartoon Dog Graphic Sweatshirt,12.99,,,,,
124,swsweatsh04201202776,,511,1,0,4,0,5,0,22,2,479,62,15,Casual,Blue,"Letter, Cartoon",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter & Cartoon Dog Graphic Sweatshirt,12.99,,,,,
125,swsweatsh04201202494,,511,1,0,4,0,5,0,22,2,479,62,13,Casual,Green,"Letter, Cartoon",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter & Cartoon Dog Graphic Sweatshirt,11.0,,,,,
126,swsweatsh04201202024,,511,1,0,4,0,5,0,22,2,479,62,15,Casual,Black,"Letter, Cartoon",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter & Cartoon Dog Graphic Sweatshirt,12.99,,,,,
127,swsweatsh04201202807,,511,1,0,4,0,5,0,22,2,479,62,15,Casual,Light Grey,"Letter, Cartoon",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Fall/Winter,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter & Cartoon Dog Graphic Thermal Sweatshirt,12.99,,,,,
128,swsweatsh04201202681,,511,1,0,4,0,5,0,22,2,479,62,15,Casual,Brown,"Letter, Cartoon",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"2% Spandex, 98% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,Drop Shoulder Letter & Cartoon Dog Graphic Sweatshirt,12.99,,,,,
129,swdress44201130128,,428,1,1,8,2,16,0,19,2,387,40,17,Casual,Coffee Brown,Plain,Mini,Bodycon,High Neck,Long Sleeve,Layered Sleeve,,Drawstring,Spring/Summer,"5% Spandex, 30% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Slim Fit,,Natural,,,,,,High Neck Drawstring Front Mini Dress,14.0,Pencil,,,,
130,swdress44201023944,,428,1,1,8,2,16,0,19,2,387,40,17,Casual,Khaki,Plain,Mini,Bodycon,High Neck,Long Sleeve,Layered Sleeve,,Drawstring,Spring/Summer,"5% Spandex, 30% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Slim Fit,,Natural,,,,,,High Neck Drawstring Front Mini Dress,14.0,Pencil,,,,
131,swdress44201130875,,428,1,1,8,2,16,0,19,2,387,40,17,Casual,Blue,Plain,Mini,Bodycon,High Neck,Long Sleeve,Layered Sleeve,,Drawstring,Spring/Summer,"5% Spandex, 30% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Slim Fit,,Natural,,,,,,High Neck Drawstring Front Mini Dress,14.0,Pencil,,,,
132,swdress44201130578,,428,1,1,8,2,16,0,19,2,387,40,17,Casual,Lilac Purple,Plain,Mini,Bodycon,High Neck,Long Sleeve,Layered Sleeve,,Drawstring,Spring/Summer,"5% Spandex, 30% Cotton, 65% Polyester",Cotton Blends,Slight Stretch,No,Slim Fit,,Natural,,,,,,High Neck Drawstring Front Mini Dress,14.0,Pencil,,,,
133,swpants04201029488,,641,1,0,5,2,13,2,48,14,574,144,25,,Multicolor,Colorblock,Cropped,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,Colorblock Raw Trim Cropped Jeans,21.0,,,,,
134,swpants04200807442,,641,1,0,5,2,13,2,48,14,574,144,25,,Multicolor,Colorblock,Cropped,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,Colorblock Raw Trim Cropped Jeans,21.0,,,,,
135,swpants04201221082,,641,1,0,5,2,13,2,48,14,574,144,25,,Multicolor,Colorblock,Cropped,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,Colorblock Raw Trim Cropped Jeans,21.0,,,,,
136,swpants04201221054,,641,1,0,5,2,13,2,48,14,574,144,25,,Blue and White,Colorblock,Cropped,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,Colorblock Raw Trim Jeans,21.0,,,,,
137,swpants04201026727,,92,1,0,1,0,3,0,3,0,84,10,23,,Pink,"Heart, All Over Print",Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,High Waist Heart Print Jeans,19.0,,,,,
138,swdress07201021194,,70,0,0,0,0,1,0,0,0,69,7,13,Sexy,Multicolor,Tie Dye,Short,Bodycon,Off the Shoulder,Long Sleeve,Regular Sleeve,,"Ruched, Drawstring",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,High Waist,,,,,,SHEIN Off Shoulder Drawstring Ruched Hem Dress,11.0,Pencil,,,,
139,swdress07201127038,,67,7,3,2,0,2,1,5,1,52,5,7,Casual,Multicolor,Floral,Short,Cami,Spaghetti Strap,Sleeveless,,,,Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Floral Print Slip Dress,5.99,Flared,,,,
140,swdress07201223441,,67,7,3,2,0,2,1,5,1,52,5,9,Casual,Black,Floral,Short,Cami,Spaghetti Strap,Sleeveless,,,,Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Floral Print Slip Dress,8.0,Flared,,,,
141,swdress07201223404,,67,7,3,2,0,2,1,5,1,52,5,9,Casual,Mustard Yellow,Floral,Short,Cami,Spaghetti Strap,Sleeveless,,,,Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Floral Print Slip Dress,8.0,Flared,,,,
142,swdress07201223462,,67,7,3,2,0,2,1,5,1,52,5,9,Boho,Rust Brown,Floral,Short,Cami,Spaghetti Strap,Sleeveless,,,,Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,SHEIN Floral Print Slip Dress,8.0,Flared,,,,
143,swsweatsh01201124025,,1026,4,1,7,0,23,3,55,6,934,82,18,Casual,Light Grey,Plain,Long,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Solid Zip Up Drawstring Hooded Sweatshirt,14.99,,,,,
144,swsweatsh01201104344,,1026,4,1,7,0,23,3,55,6,934,82,18,Casual,Black,Plain,Long,Zip Up,Hooded,Long Sleeve,Drop Shoulder,,"Drawstring, Pocket, Zipper",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,Solid Zip Up Drawstring Hooded Sweatshirt,14.99,,,,,
